obs close
1973/03/21 624.590000000000
1973/03/28 629.670000000000
1973/04/04 613.700000000000
1973/04/11 634.110000000000
1973/04/18 626.490000000000
1973/04/25 608.310000000000
1973/05/02 607.570000000000
1973/05/09 619.200000000000
1973/05/16 596.780000000000
1973/05/23 580.390000000000
1973/05/30 591.600000000000
1973/06/06 580.600000000000
1973/06/13 599.210000000000
1973/06/20 581.130000000000
1973/06/27 576.060000000000
1973/07/04 566.650000000000
1973/07/11 590.650000000000
1973/07/18 598.050000000000
1973/07/25 618.030000000000
1973/08/01 601.650000000000
1973/08/08 595.200000000000
1973/08/15 580.390000000000
1973/08/22 566.220000000000
1973/08/29 585.680000000000
1973/09/05 591.710000000000
1973/09/12 583.560000000000
1973/09/19 601.650000000000
1973/09/26 620.360000000000
1973/10/03 621.630000000000
1973/10/10 623.850000000000
1973/10/17 628.080000000000
1973/10/24 627.450000000000
1973/10/31 616.240000000000
1973/11/07 599.950000000000
1973/11/14 579.650000000000
1973/11/21 562.520000000000
1973/11/28 550.360000000000
1973/12/05 518.640000000000
1973/12/12 526.890000000000
1973/12/19 532.070000000000
1973/12/26 537.150000000000
1974/01/02 549.620000000000
1974/01/09 529.220000000000
1974/01/16 541.160000000000
1974/01/23 548.040000000000
1974/01/30 548.570000000000
1974/02/06 527.520000000000
1974/02/13 514.520000000000
1974/02/20 528.050000000000
1974/02/27 546.030000000000
1974/03/06 554.910000000000
1974/03/13 564.320000000000
1974/03/20 552.160000000000
1974/03/27 545.500000000000
1974/04/03 531.540000000000
1974/04/10 520.540000000000
1974/04/17 531.220000000000
1974/04/24 507.120000000000
1974/05/01 517.270000000000
1974/05/08 513.140000000000
1974/05/15 504.680000000000
1974/05/22 485.440000000000
1974/05/29 483.640000000000
1974/06/05 502.570000000000
1974/06/12 511.560000000000
1974/06/19 493.370000000000
1974/06/26 484.490000000000
1974/07/03 463.870000000000
1974/07/10 440.400000000000
1974/07/17 462.280000000000
1974/07/24 470.740000000000
1974/07/31 439.340000000000
1974/08/07 457.420000000000
1974/08/14 425.910000000000
1974/08/21 408.040000000000
1974/08/28 391.860000000000
1974/09/04 379.910000000000
1974/09/11 378.750000000000
1974/09/18 374.200000000000
1974/09/25 376.530000000000
1974/10/02 353.590000000000
1974/10/09 377.380000000000
1974/10/16 392.500000000000
1974/10/23 396.940000000000
1974/10/30 413.640000000000
1974/11/06 417.240000000000
1974/11/13 410.470000000000
1974/11/20 380.970000000000
1974/11/27 392.390000000000
1974/12/04 377.910000000000
1974/12/11 378.010000000000
1974/12/18 377.910000000000
1974/12/25 375.470000000000
1975/01/01 381.860000000000
1975/01/08 392.920000000000
1975/01/15 405.710000000000
1975/01/22 403.600000000000
1975/01/29 433.840000000000
1975/02/05 443.570000000000
1975/02/12 448.850000000000
1975/02/19 456.050000000000
1975/02/26 449.170000000000
1975/03/05 462.920000000000
1975/03/12 467.570000000000
1975/03/19 472.540000000000
1975/03/26 468.520000000000
1975/04/02 462.280000000000
1975/04/09 463.980000000000
1975/04/16 484.700000000000
1975/04/23 482.590000000000
1975/04/30 488.400000000000
1975/05/07 498.340000000000
1975/05/14 516.320000000000
1975/05/21 499.820000000000
1975/05/28 503.940000000000
1975/06/04 520.650000000000
1975/06/11 509.440000000000
1975/06/18 509.340000000000
1975/06/25 534.080000000000
1975/07/02 531.750000000000
1975/07/09 536.410000000000
1975/07/16 536.300000000000
1975/07/23 511.770000000000
1975/07/30 502.570000000000
1975/08/06 487.240000000000
1975/08/13 485.120000000000
1975/08/20 468.420000000000
1975/08/27 475.180000000000
1975/09/03 484.170000000000
1975/09/10 470.740000000000
1975/09/17 461.970000000000
1975/09/24 481.210000000000
1975/10/01 464.820000000000
1975/10/08 491.680000000000
1975/10/15 499.500000000000
1975/10/22 507.330000000000
1975/10/29 499.710000000000
1975/11/05 498.340000000000
1975/11/12 509.870000000000
1975/11/19 503.520000000000
1975/11/26 508.490000000000
1975/12/03 489.040000000000
1975/12/10 490.620000000000
1975/12/17 496.650000000000
1975/12/24 498.870000000000
1975/12/31 503.730000000000
1976/01/07 526.040000000000
1976/01/14 543.910000000000
1976/01/21 550.360000000000
1976/01/28 552.790000000000
1976/02/04 573.520000000000
1976/02/11 568.440000000000
1976/02/18 564.530000000000
1976/02/25 575.850000000000
1976/03/03 565.800000000000
1976/03/10 570.660000000000
1976/03/17 570.030000000000
1976/03/24 583.140000000000
1976/03/31 579.440000000000
1976/04/07 576.270000000000
1976/04/14 564.110000000000
1976/04/21 581.560000000000
1976/04/28 574.680000000000
1976/05/05 567.810000000000
1976/05/12 578.810000000000
1976/05/19 570.030000000000
1976/05/26 559.460000000000
1976/06/02 563.900000000000
1976/06/09 556.390000000000
1976/06/16 574.790000000000
1976/06/23 581.870000000000
1976/06/30 589.060000000000
1976/07/07 586.630000000000
1976/07/14 598.580000000000
1976/07/21 586.840000000000
1976/07/28 582.300000000000
1976/08/04 589.800000000000
1976/08/11 587.790000000000
1976/08/18 590.540000000000
1976/08/25 576.480000000000
1976/09/01 586.840000000000
1976/09/08 592.230000000000
1976/09/15 588.640000000000
1976/09/22 606.400000000000
1976/09/29 595.300000000000
1976/10/06 581.980000000000
1976/10/13 576.480000000000
1976/10/20 574.470000000000
1976/10/27 574.370000000000
1976/11/03 575.000000000000
1976/11/10 559.350000000000
1976/11/17 569.400000000000
1976/11/24 581.130000000000
1976/12/01 581.870000000000
1976/12/08 591.390000000000
1976/12/15 598.790000000000
1976/12/22 596.780000000000
1976/12/29 605.660000000000
1977/01/05 598.370000000000
1977/01/12 591.600000000000
1977/01/19 595.940000000000
1977/01/26 589.490000000000
1977/02/02 588.750000000000
1977/02/09 580.070000000000
1977/02/16 583.560000000000
1977/02/23 576.270000000000
1977/03/02 576.900000000000
1977/03/09 575.420000000000
1977/03/16 586.840000000000
1977/03/23 576.480000000000
1977/03/30 566.860000000000
1977/04/06 563.160000000000
1977/04/13 575.740000000000
1977/04/20 578.380000000000
1977/04/27 564.850000000000
1977/05/04 576.160000000000
1977/05/11 570.770000000000
1977/05/18 579.120000000000
1977/05/25 559.880000000000
1977/06/01 560.090000000000
1977/06/08 567.280000000000
1977/06/15 575.420000000000
1977/06/22 581.450000000000
1977/06/29 580.500000000000
1977/07/06 578.070000000000
1977/07/13 578.380000000000
1977/07/20 589.270000000000
1977/07/27 571.830000000000
1977/08/03 569.080000000000
1977/08/10 571.930000000000
1977/08/17 565.800000000000
1977/08/24 562.730000000000
1977/08/31 559.670000000000
1977/09/07 566.650000000000
1977/09/14 558.190000000000
1977/09/21 550.680000000000
1977/09/28 551.310000000000
1977/10/05 554.380000000000
1977/10/12 545.290000000000
1977/10/19 535.560000000000
1977/10/26 533.020000000000
1977/11/02 526.360000000000
1977/11/09 539.680000000000
1977/11/16 555.440000000000
1977/11/23 562.420000000000
1977/11/30 553.640000000000
1977/12/07 542.220000000000
1977/12/14 548.780000000000
1977/12/21 543.600000000000
1977/12/28 553.110000000000
1978/01/04 545.920000000000
1978/01/11 523.610000000000
1978/01/18 529.110000000000
1978/01/25 523.080000000000
1978/02/01 526.470000000000
1978/02/08 532.390000000000
1978/02/15 521.710000000000
1978/02/22 514.830000000000
1978/03/01 512.720000000000
1978/03/08 516.740000000000
1978/03/15 524.990000000000
1978/03/22 527.520000000000
1978/03/29 529.430000000000
1978/04/05 529.640000000000
1978/04/12 533.230000000000
1978/04/19 553.530000000000
1978/04/26 569.710000000000
1978/05/03 568.020000000000
1978/05/10 568.020000000000
1978/05/17 588.750000000000
1978/05/24 574.790000000000
1978/05/31 576.480000000000
1978/06/07 593.290000000000
1978/06/14 590.860000000000
1978/06/21 570.030000000000
1978/06/28 566.540000000000
1978/07/05 560.410000000000
1978/07/12 571.930000000000
1978/07/19 582.610000000000
1978/07/26 588.010000000000
1978/08/02 611.370000000000
1978/08/09 621.210000000000
1978/08/16 623.110000000000
1978/08/23 625.120000000000
1978/08/30 618.350000000000
1978/09/06 628.500000000000
1978/09/13 635.060000000000
1978/09/20 606.090000000000
1978/09/27 605.980000000000
1978/10/04 613.590000000000
1978/10/11 626.920000000000
1978/10/18 596.360000000000
1978/10/25 574.580000000000
1978/11/01 568.760000000000
1978/11/08 555.020000000000
1978/11/15 544.760000000000
1978/11/22 562.950000000000
1978/11/29 553.850000000000
1978/12/06 576.370000000000
1978/12/13 568.020000000000
1978/12/20 558.610000000000
1978/12/27 569.920000000000
1979/01/03 577.010000000000
1979/01/10 583.990000000000
1979/01/17 588.320000000000
1979/01/24 592.870000000000
1979/01/31 592.020000000000
1979/02/07 575.950000000000
1979/02/14 586.000000000000
1979/02/21 587.690000000000
1979/02/28 570.240000000000
1979/03/07 583.880000000000
1979/03/14 591.600000000000
1979/03/21 600.910000000000
1979/03/28 606.400000000000
1979/04/04 610.210000000000
1979/04/11 609.580000000000
1979/04/18 606.190000000000
1979/04/25 611.160000000000
1979/05/02 606.510000000000
1979/05/09 591.710000000000
1979/05/16 585.570000000000
1979/05/23 596.150000000000
1979/05/30 592.230000000000
1979/06/06 605.130000000000
1979/06/13 612.750000000000
1979/06/20 609.580000000000
1979/06/27 613.380000000000
1979/07/04 614.970000000000
1979/07/11 622.370000000000
1979/07/18 610.740000000000
1979/07/25 619.830000000000
1979/08/01 627.660000000000
1979/08/08 638.230000000000
1979/08/15 652.190000000000
1979/08/22 656.950000000000
1979/08/29 657.470000000000
1979/09/05 641.400000000000
1979/09/12 650.070000000000
1979/09/19 653.030000000000
1979/09/26 661.600000000000
1979/10/03 660.220000000000
1979/10/10 629.450000000000
1979/10/17 620.150000000000
1979/10/24 600.910000000000
1979/10/31 610.210000000000
1979/11/07 600.060000000000
1979/11/14 622.260000000000
1979/11/21 625.750000000000
1979/11/28 645.000000000000
1979/12/05 648.700000000000
1979/12/12 651.130000000000
1979/12/19 655.570000000000
1979/12/26 653.670000000000
1980/01/02 638.020000000000
1980/01/09 663.180000000000
1980/01/16 676.190000000000
1980/01/23 688.670000000000
1980/01/30 699.350000000000
1980/02/06 701.990000000000
1980/02/13 716.580000000000
1980/02/20 704.320000000000
1980/02/27 679.890000000000
1980/03/05 670.160000000000
1980/03/12 643.520000000000
1980/03/19 627.130000000000
1980/03/26 591.920000000000
1980/04/02 615.390000000000
1980/04/09 617.610000000000
1980/04/16 610.210000000000
1980/04/23 623.320000000000
1980/04/30 638.230000000000
1980/05/07 645.210000000000
1980/05/14 643.940000000000
1980/05/21 649.440000000000
1980/05/28 675.450000000000
1980/06/04 679.260000000000
1980/06/11 699.660000000000
1980/06/18 701.670000000000
1980/06/25 705.480000000000
1980/07/02 699.560000000000
1980/07/09 713.300000000000
1980/07/16 724.720000000000
1980/07/23 737.620000000000
1980/07/30 739.630000000000
1980/08/06 736.250000000000
1980/08/13 747.350000000000
1980/08/20 750.840000000000
1980/08/27 752.320000000000
1980/09/03 768.820000000000
1980/09/10 762.580000000000
1980/09/17 788.480000000000
1980/09/24 796.620000000000
1980/10/01 775.790000000000
1980/10/08 803.820000000000
1980/10/15 816.710000000000
1980/10/22 804.240000000000
1980/10/29 780.340000000000
1980/11/05 799.800000000000
1980/11/12 818.830000000000
1980/11/19 847.700000000000
1980/11/26 854.150000000000
1980/12/03 833.320000000000
1980/12/10 780.130000000000
1980/12/17 804.980000000000
1980/12/24 824.220000000000
1980/12/31 823.270000000000
1981/01/07 817.240000000000
1981/01/14 809.420000000000
1981/01/21 797.150000000000
1981/01/28 790.700000000000
1981/02/04 778.650000000000
1981/02/11 776.850000000000
1981/02/18 778.120000000000
1981/02/25 776.750000000000
1981/03/04 792.820000000000
1981/03/11 788.060000000000
1981/03/18 814.070000000000
1981/03/25 833.420000000000
1981/04/01 831.310000000000
1981/04/08 819.990000000000
1981/04/15 819.040000000000
1981/04/22 818.510000000000
1981/04/29 812.490000000000
1981/05/06 799.370000000000
1981/05/13 798.950000000000
1981/05/20 809.210000000000
1981/05/27 820.310000000000
1981/06/03 802.230000000000
1981/06/10 811.850000000000
1981/06/17 817.770000000000
1981/06/24 814.180000000000
1981/07/01 796.940000000000
1981/07/08 787.740000000000
1981/07/15 799.370000000000
1981/07/22 781.400000000000
1981/07/29 792.500000000000
1981/08/05 813.230000000000
1981/08/12 818.620000000000
1981/08/19 800.750000000000
1981/08/26 766.490000000000
1981/09/02 756.660000000000
1981/09/09 724.090000000000
1981/09/16 727.680000000000
1981/09/23 705.690000000000
1981/09/30 708.440000000000
1981/10/07 741.540000000000
1981/10/14 729.270000000000
1981/10/21 736.570000000000
1981/10/28 733.180000000000
1981/11/04 765.330000000000
1981/11/11 756.440000000000
1981/11/18 740.480000000000
1981/11/25 762.890000000000
1981/12/02 765.540000000000
1981/12/09 768.600000000000
1981/12/16 751.370000000000
1981/12/23 750.420000000000
1981/12/30 749.680000000000
1982/01/06 731.490000000000
1982/01/13 704.530000000000
1982/01/20 706.330000000000
1982/01/27 706.110000000000
1982/02/03 712.780000000000
1982/02/10 700.090000000000
1982/02/17 694.800000000000
1982/02/24 692.050000000000
1982/03/03 678.200000000000
1982/03/10 666.570000000000
1982/03/17 663.400000000000
1982/03/24 687.290000000000
1982/03/31 682.220000000000
1982/04/07 703.050000000000
1982/04/14 704.950000000000
1982/04/21 705.370000000000
1982/04/28 714.260000000000
1982/05/05 716.370000000000
1982/05/12 726.310000000000
1982/05/19 701.250000000000
1982/05/26 689.200000000000
1982/06/02 682.530000000000
1982/06/09 662.760000000000
1982/06/16 662.660000000000
1982/06/23 668.890000000000
1982/06/30 666.360000000000
1982/07/07 652.400000000000
1982/07/14 669.950000000000
1982/07/21 675.660000000000
1982/07/28 654.200000000000
1982/08/04 644.680000000000
1982/08/11 623.320000000000
1982/08/18 658.950000000000
1982/08/25 712.560000000000
1982/09/01 717.960000000000
1982/09/08 740.370000000000
1982/09/15 752.740000000000
1982/09/22 751.790000000000
1982/09/29 737.830000000000
1982/10/06 763.420000000000
1982/10/13 827.920000000000
1982/10/20 843.780000000000
1982/10/27 821.370000000000
1982/11/03 867.570000000000
1982/11/10 861.020000000000
1982/11/17 842.410000000000
1982/11/24 820.520000000000
1982/12/01 847.270000000000
1982/12/08 864.190000000000
1982/12/15 825.700000000000
1982/12/22 844.520000000000
1982/12/29 858.690000000000
1983/01/05 864.510000000000
1983/01/12 895.070000000000
1983/01/19 888.090000000000
1983/01/26 864.190000000000
1983/02/02 874.130000000000
1983/02/09 885.970000000000
1983/02/16 900.670000000000
1983/02/23 896.020000000000
1983/03/02 928.160000000000
1983/03/09 932.920000000000
1983/03/16 913.890000000000
1983/03/23 928.900000000000
1983/03/30 932.180000000000
1983/04/06 919.600000000000
1983/04/13 952.060000000000
1983/04/20 975.850000000000
1983/04/27 979.970000000000
1983/05/04 991.390000000000
1983/05/11 1004.400000000000
1983/05/18 998.050000000000
1983/05/25 1015.180000000000
1983/06/01 995.310000000000
1983/06/08 989.380000000000
1983/06/15 1023.960000000000
1983/06/22 1046.910000000000
1983/06/29 1021.000000000000
1983/07/06 1033.370000000000
1983/07/13 1014.020000000000
1983/07/20 1034.530000000000
1983/07/27 1027.130000000000
1983/08/03 998.480000000000
1983/08/10 986.530000000000
1983/08/17 1009.900000000000
1983/08/24 988.010000000000
1983/08/31 1003.340000000000
1983/09/07 1025.230000000000
1983/09/14 1011.910000000000
1983/09/21 1030.520000000000
1983/09/28 1028.300000000000
1983/10/05 1025.970000000000
1983/10/12 1035.800000000000
1983/10/19 1016.770000000000
1983/10/26 1008.840000000000
1983/11/02 1004.720000000000
1983/11/09 998.580000000000
1983/11/16 1013.920000000000
1983/11/23 1019.310000000000
1983/11/30 1017.090000000000
1983/12/07 1013.600000000000
1983/12/14 998.270000000000
1983/12/21 998.580000000000
1983/12/28 1006.940000000000
1984/01/04 1016.880000000000
1984/01/11 1025.970000000000
1984/01/18 1024.590000000000
1984/01/25 1007.250000000000
1984/02/01 993.190000000000
1984/02/08 952.590000000000
1984/02/15 951.110000000000
1984/02/22 938.630000000000
1984/02/29 956.290000000000
1984/03/07 942.010000000000
1984/03/14 955.020000000000
1984/03/21 965.380000000000
1984/03/28 971.730000000000
1984/04/04 959.140000000000
1984/04/11 943.600000000000
1984/04/18 960.410000000000
1984/04/25 964.110000000000
1984/05/02 984.310000000000
1984/05/09 974.260000000000
1984/05/16 961.360000000000
1984/05/23 931.440000000000
1984/05/30 914.200000000000
1984/06/06 942.650000000000
1984/06/13 927.740000000000
1984/06/20 942.750000000000
1984/06/27 926.050000000000
1984/07/04 932.290000000000
1984/07/11 919.490000000000
1984/07/18 922.560000000000
1984/07/25 905.530000000000
1984/08/01 936.620000000000
1984/08/08 982.930000000000
1984/08/15 990.860000000000
1984/08/22 1014.660000000000
1984/08/29 1015.610000000000
1984/09/05 1000.270000000000
1984/09/12 1002.500000000000
1984/09/19 1017.300000000000
1984/09/26 1013.170000000000
1984/10/03 991.180000000000
1984/10/10 989.380000000000
1984/10/17 1002.810000000000
1984/10/24 1019.310000000000
1984/10/31 1012.330000000000
1984/11/07 1030.520000000000
1984/11/14 1012.330000000000
1984/11/21 1002.280000000000
1984/11/28 1005.980000000000
1984/12/05 988.330000000000
1984/12/12 991.710000000000
1984/12/19 1019.200000000000
1984/12/26 1015.500000000000
1985/01/02 1009.050000000000
1985/01/09 1009.160000000000
1985/01/16 1045.740000000000
1985/01/23 1081.380000000000
